,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Sale Price,Predictions,Difference
624,2085,20,RL,69.0,7590,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1117.0,1117.0,GasA,Ex,Y,SBrkr,1117,0,0,1117,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1963.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,COD,Normal,165150.0,190333.6661199513,25183.66611995129
626,2087,50,RM,57.0,9184,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2005,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Ex,Y,SBrkr,948,375,0,1323,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1948.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,139900.0,151530.55322121456,11630.553221214563
629,2090,75,RM,60.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,7,1915,2005,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Gd,Y,SBrkr,728,728,0,1456,0.0,0.0,1,1,4,1,Gd,7,Typ,0,,Detchd,1915.0,Unf,1.0,308.0,Fa,Fa,N,0,0,248,0,0,0,,,,0,6,2008,WD,Normal,168500.0,171445.24373266962,2945.2437326696236
631,2092,50,RM,63.0,7628,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,801.0,801.0,GasA,Gd,Y,FuseA,1095,561,0,1656,0.0,0.0,2,0,2,1,TA,8,Mod,0,,Detchd,1958.0,Unf,2.0,440.0,TA,TA,Y,187,0,0,0,0,0,,,,0,5,2008,WD,Normal,209500.0,236322.2411105507,26822.241110550705
633,2094,30,RM,60.0,5400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,6,1920,2006,Gable,CompShg,Stucco,Stucco,,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,931.0,931.0,GasA,TA,Y,SBrkr,1027,0,0,1027,0.0,1.0,1,0,2,1,Gd,5,Typ,1,TA,,,,0.0,0.0,,,N,0,28,0,0,0,0,,,,0,2,2008,WD,Normal,139400.0,119471.74449904938,19928.255500950618
637,2098,50,RM,75.0,9000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,445.0,Unf,0.0,459.0,904.0,GasA,Ex,Y,FuseA,904,595,0,1499,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1959.0,Unf,3.0,869.0,TA,Gd,Y,0,20,0,0,0,0,,,,0,6,2008,WD,Normal,93000.0,135251.0739856162,42251.07398561621
638,2099,20,RM,62.0,7311,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,5,1946,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,407.0,407.0,GasA,TA,N,FuseA,407,0,0,407,0.0,0.0,1,0,1,1,TA,3,Typ,0,,Detchd,1949.0,Unf,1.0,297.0,Fa,TA,Y,76,0,120,0,0,0,,,,0,3,2008,WD,Abnorml,85000.0,56204.577206472866,28795.422793527134
640,2101,190,RM,69.0,9142,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,797.0,797.0,GasA,TA,N,FuseA,830,797,0,1627,0.0,0.0,2,0,4,2,TA,10,Typ,0,,Detchd,1950.0,Unf,2.0,420.0,Fa,Po,N,192,0,60,0,0,0,,,,0,2,2008,WD,Normal,274000.0,227755.65633849707,46244.343661502935
642,2103,50,RM,69.0,9143,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1900,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,346.0,346.0,GasA,Ex,Y,SBrkr,709,308,0,1017,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1961.0,Unf,1.0,308.0,TA,TA,N,0,0,139,0,0,0,,,,0,5,2008,WD,Normal,345000.0,306685.0871126361,38314.91288736393
648,2109,20,RM,52.0,8516,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1958,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,869.0,869.0,GasA,TA,Y,SBrkr,1093,0,0,1093,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1959.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,WD,Normal,155000.0,187948.48335595615,32948.48335595615
650,2111,50,RM,,7425,Pave,,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,RRAn,Artery,1Fam,1.5Fin,7,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Gd,Y,SBrkr,1195,473,0,1668,0.0,0.0,1,1,3,1,Gd,8,Typ,0,,Attchd,1945.0,Unf,1.0,252.0,TA,TA,Y,210,0,0,0,0,0,,,,0,8,2008,WD,Abnorml,205950.0,214591.18807707285,8641.188077072846
654,2115,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1940,1989,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,521.0,Unf,0.0,460.0,981.0,GasA,Ex,Y,SBrkr,1014,658,0,1672,0.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0,11,0,0,0,0,,GdPrv,,0,7,2008,WD,Normal,350000.0,302474.08932792326,47525.910672076745
659,2120,50,RM,60.0,5520,Pave,,IR1,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1920,1997,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,68.0,Unf,0.0,497.0,565.0,GasA,TA,Y,SBrkr,565,651,0,1216,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,BuiltIn,1920.0,RFn,1.0,355.0,Fa,TA,Y,0,0,180,0,0,0,,MnPrv,,0,4,2008,WD,Normal,167000.0,188547.2768584187,21547.276858418714
665,2126,50,RL,60.0,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,4,1915,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,810.0,810.0,GasA,Ex,Y,SBrkr,1170,546,0,1716,0.0,0.0,2,0,4,1,Gd,8,Typ,0,,Detchd,1970.0,Unf,2.0,672.0,TA,TA,Y,0,195,0,0,0,0,,,,0,3,2008,WD,Normal,230500.0,248280.27349103894,17780.27349103894
668,2129,30,RM,,6291,Grvl,,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,TA,Y,SBrkr,768,0,0,768,0.0,0.0,1,0,1,1,TA,4,Typ,0,,Detchd,1930.0,Unf,2.0,440.0,TA,TA,N,0,0,84,0,0,0,,,,0,7,2008,WD,Normal,168000.0,179740.54039761797,11740.540397617966
674,2135,30,RM,60.0,10320,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,5,8,1912,1991,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,451.0,451.0,GasA,TA,Y,SBrkr,759,0,0,759,0.0,0.0,1,0,1,1,TA,5,Typ,0,,Detchd,1997.0,Unf,2.0,576.0,TA,TA,N,40,0,0,0,0,0,,,,0,8,2008,ConLD,Family,140000.0,143966.92809236725,3966.9280923672486
678,2139,80,RL,80.0,13014,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,GasA,TA,Y,SBrkr,1096,0,0,1096,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1978.0,Unf,2.0,484.0,TA,TA,Y,168,0,0,0,0,0,,,,0,12,2008,WD,Normal,372500.0,304839.8002680263,67660.1997319737
688,2149,80,RL,,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,PConc,Gd,TA,Av,ALQ,704.0,Unf,0.0,160.0,864.0,GasA,Ex,Y,SBrkr,904,0,0,904,0.0,0.0,1,0,3,1,Gd,5,Typ,0,,2Types,1979.0,Unf,3.0,912.0,TA,TA,Y,143,0,0,0,0,0,,MnPrv,,0,6,2008,WD,Normal,392000.0,218536.37106680777,173463.62893319223
692,2153,20,RL,68.0,9571,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,Rec,870.0,Unf,0.0,639.0,1509.0,GasA,TA,Y,FuseA,1509,0,0,1509,1.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1956.0,Unf,1.0,322.0,TA,TA,Y,158,0,0,0,576,0,,MnPrv,,0,7,2008,WD,Normal,335000.0,283599.3929348395,51400.607065160526
696,2157,20,RL,80.0,9938,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,251.0,Gd,TA,PConc,Gd,TA,No,GLQ,1271.0,Unf,0.0,331.0,1602.0,GasA,Ex,Y,SBrkr,1626,0,0,1626,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,RFn,2.0,534.0,TA,TA,Y,424,40,0,0,0,0,,,,0,4,2008,WD,Normal,89000.0,41460.422860515304,47539.577139484696
702,2163,20,RL,91.0,11778,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,402.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1153.0,Unf,0.0,598.0,1751.0,GasA,Ex,Y,SBrkr,1766,0,0,1766,1.0,0.0,2,1,3,1,Ex,8,Typ,2,Gd,Attchd,2008.0,Fin,3.0,874.0,TA,TA,Y,216,36,0,0,0,0,,,,0,12,2008,New,Partial,361919.0,304069.85494823265,57849.14505176735
708,2169,60,RL,68.0,8998,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,527.0,Unf,0.0,255.0,782.0,GasA,Ex,Y,SBrkr,782,870,0,1652,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2000.0,RFn,2.0,532.0,TA,TA,Y,0,70,0,0,0,0,,,,0,6,2008,WD,Normal,179540.0,186484.0638833784,6944.063883378403
709,2170,60,RL,75.0,12192,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,663.0,Unf,0.0,265.0,928.0,GasA,Ex,Y,SBrkr,928,895,0,1823,1.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2000.0,RFn,2.0,626.0,TA,TA,Y,192,36,0,0,0,0,,,Shed,4500,5,2008,WD,Normal,109900.0,119083.88014252274,9183.880142522743
717,2178,60,RL,96.0,11690,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,850.0,850.0,GasA,Ex,Y,SBrkr,886,878,0,1764,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Unf,2.0,560.0,TA,TA,Y,120,29,0,0,0,0,,,,0,6,2008,WD,Normal,157000.0,157905.06229912932,905.0622991293203
718,2179,120,RM,,4426,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,3,Typ,0,,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,,,,0,2,2008,WD,Normal,341000.0,302819.6095219541,38180.39047804591
719,2180,90,RM,83.0,10126,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1593.0,LwQ,162.0,83.0,1838.0,GasA,Ex,Y,SBrkr,1838,0,0,1838,2.0,0.0,2,0,2,2,TA,8,Typ,0,,Attchd,1998.0,Unf,3.0,721.0,TA,TA,Y,160,67,0,0,0,0,,,,0,7,2008,WD,Abnorml,128500.0,123769.80079834699,4730.199201653013
721,2182,20,RL,85.0,11058,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,Gd,TA,PConc,Gd,TA,No,GLQ,56.0,Unf,0.0,1508.0,1564.0,GasA,Ex,Y,SBrkr,1564,0,0,1564,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,RFn,3.0,814.0,TA,TA,Y,0,24,0,0,0,0,,,,0,2,2008,WD,Normal,143000.0,143768.78642696585,768.7864269658457
725,2186,20,RL,65.0,6500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1976,1976,Hip,CompShg,HdBoard,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,,No,BLQ,1033.0,Unf,0.0,94.0,1127.0,GasA,TA,Y,SBrkr,1127,0,0,1127,0.0,1.0,1,1,3,1,TA,6,Typ,1,Po,Detchd,1991.0,Unf,2.0,480.0,TA,TA,Y,0,0,138,0,0,0,,,,0,5,2008,WD,Normal,120500.0,135788.4293075374,15288.429307537386
727,2188,60,RL,72.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1976,2001,Hip,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,288.0,Unf,0.0,396.0,684.0,GasA,TA,Y,SBrkr,684,714,0,1398,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1976.0,Fin,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,2,2008,WD,Normal,194500.0,201211.11558027053,6711.1155802705325
728,2189,20,RL,123.0,47007,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,3820,0,0,3820,,,3,1,5,1,Ex,11,Typ,2,Gd,Attchd,1959.0,Unf,2.0,624.0,TA,TA,Y,0,372,0,0,0,0,,,,0,7,2008,WD,Normal,110000.0,233934.67574635404,123934.67574635404
731,2192,190,RL,56.0,6931,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,4,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,784.0,Unf,0.0,0.0,784.0,GasA,TA,N,FuseP,784,0,0,784,1.0,0.0,1,0,2,1,TA,4,Typ,0,,,,,0.0,0.0,,,Y,112,0,0,0,0,0,,,,0,5,2008,WD,Normal,187500.0,167997.96860892163,19502.031391078373
733,2194,50,RL,57.0,8050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1947,1993,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,929,208,0,1137,0.0,0.0,1,1,4,1,TA,8,Min1,0,,,,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,4,2008,WD,Normal,131400.0,125430.69236319023,5969.307636809768
734,2195,20,RL,68.0,9520,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,TA,TA,CBlock,Gd,TA,No,Rec,767.0,Unf,0.0,144.0,911.0,GasA,TA,Y,SBrkr,930,0,0,930,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1953.0,RFn,1.0,286.0,TA,TA,Y,134,0,0,0,0,0,,MnPrv,Gar2,3000,5,2008,WD,Normal,108000.0,120414.39734036732,12414.397340367315
735,2196,80,RL,62.0,7692,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,SLvl,4,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Ex,TA,Av,Unf,0.0,Unf,0.0,416.0,416.0,GasA,Gd,Y,FuseA,1204,0,0,1204,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Basment,1954.0,Unf,1.0,312.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008,WD,Abnorml,163000.0,139313.37936761254,23686.620632387465
741,2202,70,RL,54.0,7609,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,8,9,1925,1997,Gable,CompShg,Stucco,Stucco,,0.0,Gd,Gd,PConc,Fa,TA,No,ALQ,406.0,Unf,0.0,392.0,798.0,GasA,Ex,Y,SBrkr,798,714,0,1512,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,180.0,TA,TA,P,85,16,41,0,0,0,,GdPrv,,0,6,2008,WD,Normal,142000.0,110439.49745784467,31560.50254215533
744,2205,50,RL,,9260,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,TA,Y,FuseF,932,442,0,1374,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1938.0,Unf,1.0,225.0,TA,TA,Y,64,0,0,0,100,0,,,,0,3,2008,WD,Normal,180000.0,192575.3633693005,12575.363369300496
745,2206,20,RL,79.0,7801,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,CompShg,WdShing,Plywood,BrkFace,88.0,TA,Fa,PConc,TA,TA,No,Rec,500.0,Unf,0.0,591.0,1091.0,GasA,Fa,N,FuseA,1091,0,0,1091,0.0,1.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1951.0,Fin,1.0,344.0,TA,TA,Y,66,105,0,0,221,0,,MnPrv,,0,5,2008,WD,Normal,299800.0,300114.01117226225,314.01117226225324
746,2207,70,RL,100.0,9670,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,1950,Gable,CompShg,BrkFace,Stucco,Stone,40.0,TA,TA,PConc,TA,Fa,No,LwQ,210.0,Unf,0.0,398.0,608.0,GasA,TA,Y,SBrkr,983,890,0,1873,0.0,0.0,1,1,4,1,TA,9,Typ,2,Gd,Detchd,1935.0,Fin,2.0,786.0,Fa,TA,Y,0,0,207,0,0,0,,,,0,6,2008,WD,Alloca,236000.0,258549.55375215807,22549.55375215807
748,2209,20,RL,56.0,26073,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,Rec,1116.0,Unf,0.0,782.0,1898.0,GasA,Ex,Y,FuseA,1898,0,0,1898,0.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1956.0,Unf,2.0,484.0,TA,TA,Y,0,51,224,0,0,0,,MnPrv,,0,4,2008,WD,Normal,260400.0,241587.26993231452,18812.73006768548
752,2213,50,RM,58.0,8155,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Gd,Y,FuseA,780,420,0,1200,0.0,0.0,1,0,4,1,TA,7,Typ,0,,,,,0.0,0.0,,,Y,0,0,96,0,0,0,,,,0,7,2008,WD,Normal,217000.0,219236.44351237733,2236.443512377329
755,2216,50,RM,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,WdShing,Wd Shng,BrkFace,162.0,TA,TA,CBlock,TA,TA,No,ALQ,330.0,Unf,0.0,821.0,1151.0,GasA,Gd,Y,FuseA,1151,804,0,1955,0.0,0.0,2,0,4,1,TA,7,Typ,0,,Attchd,1958.0,Fin,1.0,356.0,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2008,WD,Normal,172500.0,183774.97277335916,11274.972773359157
759,2220,70,C (all),60.0,9000,Grvl,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,Stone,Fa,Fa,Mn,Unf,0.0,Unf,0.0,592.0,592.0,GasA,Ex,Y,SBrkr,432,432,0,864,0.0,0.0,1,1,3,1,Fa,5,Min2,0,,Detchd,1920.0,Unf,1.0,216.0,Fa,Fa,N,0,30,160,0,0,0,,,,0,6,2008,WD,Normal,290000.0,300077.7416971938,10077.741697193822
763,2224,60,RL,,11050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,910.0,910.0,GasA,Ex,Y,SBrkr,910,910,0,1820,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1996.0,Unf,3.0,816.0,TA,TA,Y,318,32,0,0,0,0,,,,0,9,2008,WD,Normal,337000.0,294097.76083372254,42902.23916627746
765,2226,20,RL,74.0,9990,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,1383.0,Unf,0.0,297.0,1680.0,GasA,Gd,Y,SBrkr,1689,0,0,1689,1.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1991.0,Unf,2.0,432.0,TA,TA,Y,428,120,0,0,0,0,,,,0,7,2008,WD,Normal,264132.0,230221.6932418628,33910.30675813719
766,2227,120,RL,42.0,4084,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,893.0,Unf,0.0,384.0,1277.0,GasA,Gd,Y,SBrkr,1501,0,0,1501,1.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,1986.0,Fin,2.0,512.0,TA,TA,Y,240,0,0,0,0,0,,,,0,7,2008,WD,Normal,196500.0,206003.59722588607,9503.597225886071
768,2229,60,RL,107.0,12852,Pave,,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,770.0,Unf,0.0,150.0,920.0,GasA,Ex,Y,SBrkr,920,860,0,1780,1.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,612.0,TA,TA,Y,0,192,0,0,0,0,,,,0,1,2008,New,Partial,216837.0,259178.82679337054,42341.826793370536
